action-fantasy-case-1	Performance de rap de rue en clip musical
action-fantasy-case-2	Duel d’arts martiaux du chat noir dans le désert
action-fantasy-case-3	Duel de techniques de respiration en prise de vues réelles
action-fantasy-case-4	Séquence d’anime ultrarapide en 20 plans
action-fantasy-case-5	Regardez un mécanicien couvert de cambouis effectuer une réparation
action-fantasy-case-6	Court métrage de vengeance samouraï
action-fantasy-case-7	Animation de combat 3D stylisée
action-fantasy-case-8	Courte parodie comique au rythme effréné
action-fantasy-case-9	Combat tokusatsu de ninjas géants
action-fantasy-case-10	Séquence de dialogue d’anime japonais
action-fantasy-case-11	Court métrage original de bataille élémentaire de 15 secondes
action-fantasy-case-12	Animation d’œuf fantastique façon Fabergé
action-fantasy-case-13	Court métrage original de bataille élémentaire
action-fantasy-case-14	Duel cinématographique de science-fiction et de fantasy
action-fantasy-case-15	Séquence d’action continue en plan-séquence de 15 secondes
action-fantasy-case-16	Samouraï solitaire face au précipice
action-fantasy-case-17	Piqué aérien du dragon renégat
action-fantasy-case-18	Mêlée autour d’un mécha en apesanteur
action-fantasy-case-19	Scène de vol ultrarapide d’une fille chevauchant un dragon
action-fantasy-case-20	Court métrage original d’arts martiaux dans le désert de 15 secondes
action-fantasy-case-21	Séquence de frappe aérienne dans un canyon
action-fantasy-case-22	Superproduction de guerre épique hyperréaliste de 15 secondes
action-fantasy-case-23	La pause-café au bureau tourne mal
action-fantasy-case-24	Séquence d’action continue en plan-séquence de 15 secondes
action-fantasy-case-25	Cygne noir contre boxeur
action-fantasy-case-26	Décollage de Superman sur un sol qui se fissure
action-fantasy-case-27	Ombre d’épée dans la grotte des nuages
action-fantasy-case-28	Cité des dieux — vol de fantasy orientale en une seule prise
action-fantasy-case-29	Bataille de fantasy épique — séquence cinématographique de 10 secondes
action-fantasy-case-30	Transformation de dark fantasy au style oriental
action-fantasy-case-31	Piège fluvial au carburant avec un crocodile
action-fantasy-case-32	Duel électrique dans une arène souterraine
action-fantasy-case-33	Crocodile traîné par un avion sur la piste
action-fantasy-case-34	But de l’attaquant éclair en anime
action-fantasy-case-35	Vol de griffon dans la vallée aux fleurs sauvages
action-fantasy-case-36	Tir parthe de la cavalerie mongole
action-fantasy-case-37	Course du messager à dos de grenouille géante
action-fantasy-case-38	Siège zombie de la guerrière du tonnerre
action-fantasy-case-39	Tempête au temple du tigre blanc
action-fantasy-case-40	Mégalodon contre péniche de ravitaillement
action-fantasy-case-41	Renversement surprise de la géante dans l’arène
action-fantasy-case-42	Neutralisation des assaillants dans un entrepôt par un garde du corps
action-fantasy-case-43	Attaque du ver à la station arctique
action-fantasy-case-44	Montage du vagabond post-apocalyptique
cinematic-realism-case-1	Séquence documentaire sur le Japon moderne
cinematic-realism-case-2	Descente en longboard à la poursuite d’une ombre
cinematic-realism-case-3	Héroïne de guerre réveillée par un météore
cinematic-realism-case-4	Drame sur une île à maison capsule dans la brume
cinematic-realism-case-5	Révélation d’un samouraï sur une falaise en tempête
cinematic-realism-case-6	Juge de cannonball à la piscine VHS
cinematic-realism-case-7	Course sous l’orage en voiture noire vintage
cinematic-realism-case-8	Séquence du phare sur la côte en tempête
cinematic-realism-case-9	Évasion en buggy dans une tempête de sable
cinematic-realism-case-10	Bagarre télévisée Argentine-Espagne
cinematic-realism-case-11	Dérapage de rallye boueux en forêt
pov-fpv-case-1	Séquence de poursuite camouflée avec caméra pectorale
pov-fpv-case-2	Bande-annonce d’une Shanghai cyberpunk
pov-fpv-case-3	Prompt d’action cohérent d’un samouraï maudit
pov-fpv-case-4	Montage de fête au bord de la piscine Y2K filmée au caméscope
pov-fpv-case-5	Explosion urbaine en vue subjective avec carte Tesla
pov-fpv-case-6	Séquence de très gros plans pour un clip d’anime
pov-fpv-case-7	Séquence rapide et fluide en 16 plans
pov-fpv-case-8	Descente au-dessus d’une cité médiévale fantastique
pov-fpv-case-9	Vue subjective d’un glaçon tombant dans un verre de soda
pov-fpv-case-10	Esthétique brute de film 35 mm à l’épaule avec grain naturel
pov-fpv-case-11	Vidéo POV cinématographique photoréaliste de 10 secondes
pov-fpv-case-12	Une mégalopole post-apocalyptique ultrafuturiste s’éveille dans la tempête
pov-fpv-case-13	Style : timelapse industriel ultraréaliste
pov-fpv-case-14	Transformation d’une lycéenne lors d’une attaque de monstre
pov-fpv-case-15	Montagnes russes à Tokyo en vue subjective
pov-fpv-case-16	Publicité culturelle cinématographique de Pékin en 8K et vue subjective
pov-fpv-case-17	Macro FPV extrême — suivi d’ailes de fée
pov-fpv-case-18	Plongée gravitationnelle dans une grotte volcanique
pov-fpv-case-19	POV supersonique dans un canyon désertique
pov-fpv-case-20	Survol FPV des feux d’artifice en France
pov-fpv-case-21	Plongée FPV sur un champ de bataille cybernétique
commercial-product-case-1	Scène de danse d’un trio d’anime façon publicité de parfum
commercial-product-case-2	Duel dans une église de dark fantasy
commercial-product-case-3	Duel dans la grande salle d’un sanctuaire de dark fantasy
commercial-product-case-4	Chute comique d’une publicité japonaise pour snacks
commercial-product-case-5	Séquence cinématographique d’arts martiaux pour Seedance 2
commercial-product-case-6	Romance chuchotée dans une classe japonaise
commercial-product-case-7	Storyboard publicitaire pour LaFerrari
commercial-product-case-8	Duel final d’anime survolté
commercial-product-case-9	Défilé de haute couture en porcelaine sur miroir céleste
commercial-product-case-10	Publicité de récolte d’un créateur rural moderne
commercial-product-case-11	Séquence de course de rue au néon
commercial-product-case-12	Top-modèle et voitures de sport de luxe
commercial-product-case-13	Poursuite d’une androïde après la destruction d’un laboratoire
commercial-product-case-14	Bande-annonce de jeu dans une ville de néon en ruines
commercial-product-case-15	Court métrage original d’action et de dark fantasy
commercial-product-case-16	00:00–00:04 Plan 1 : travelling de suivi
commercial-product-case-17	Séquence de combat tactique sur le toit d’un train
commercial-product-case-18	Frénésie sur le parquet de Manhattan
commercial-product-case-19	Mercredi façon poliziottesco
commercial-product-case-20	Publicité de mode pour smartphone pliable
commercial-product-case-21	Montage avec une valise comme compagnon de voyage
commercial-product-case-22	Lookbook de mode en plongée — séquence de changement de tenue
commercial-product-case-23	Publicité lifestyle haut de gamme façon selfie de vlog
commercial-product-case-24	Film de baskets imperméables synchronisé sur le rythme
commercial-product-case-25	Révélation produit d’un sérum au mangoustan
commercial-product-case-26	Révélation du taxi-valise de Mumbai
commercial-product-case-27	Visite d’influenceuse d’une villa perchée sur une falaise
commercial-product-case-28	Publicité de resort pour tapis de yoga
commercial-product-case-29	Publicité hero pour gourde sur terrasse de yoga
reference-driven-case-1	Performance d’un pianiste squelette dans un diorama miniature
reference-driven-case-2	Princesse sur un navire en pleine tempête contre le kraken
reference-driven-case-3	Danse des lames des servantes : Mei contre Coco
reference-driven-case-4	Adieu au piano sur un toit apocalyptique
reference-driven-case-5	Objectif fisheye cinématographique 8 mm, drone de course FPV et mouvement hyperfluide
reference-driven-case-6	Séquence de cascades de kung-fu guidée par référence
reference-driven-case-7	Ray tracing, rendu Unreal Engine et petite ville sous une pluie battante
reference-driven-case-8	Service de nuit dans l’épicerie lunaire
reference-driven-case-9	Réveil sur le toit et transformation en F-14
reference-driven-case-10	Assemblage d’armure et contre-attaque dans la rue
reference-driven-case-11	Référence du personnage de l’image 1 convertie en prise de vues réelles
reference-driven-case-12	Modèle de duel à l’épée avec ours polaire et raccord de mouvement
reference-driven-case-13	Séquence de morphing fluide à partir de sept images
reference-driven-case-14	Publicité pour baskets Stridex
reference-driven-case-15	Prompt guidé par image avec un chat chanteur
reference-driven-case-16	Prompt d’anime avec référence de personnage
reference-driven-case-17	Animaux de dessin animé transformés en prise de vues réelles
reference-driven-case-18	Hiérarchie de références verrouillée par storyboard
reference-driven-case-19	Montage d'absorption d'énergie VOLTIA
reference-driven-case-20	Confession de Cléopâtre au palais
reference-driven-case-21	Retrouvailles pluvieuses sous la lanterne
reference-driven-case-22	Transformation en plan-séquence dans les coulisses du kunqu
reference-driven-case-23	Décollage du dragon au sommet de la montagne
surreal-vfx-case-1	Combat au katana en apesanteur
surreal-vfx-case-2	Baleine dans les nuages — épopée surréaliste
surreal-vfx-case-3	Métamorphose d’un plongeur des abysses en créature marine
surreal-vfx-case-4	Effondrement d’une faille interdimensionnelle dans une mégalopole
surreal-vfx-case-5	Fusion dans une ruelle souterraine pluvieuse
surreal-vfx-case-6	Faille urbaine causée par une fracture de la réalité quantique
surreal-vfx-case-7	L’œil s’ouvre soudainement
surreal-vfx-case-8	Ils s’entrechoquent en plein vol au-dessus d’une rivière de lave flottante
surreal-vfx-case-9	Marche dimensionnelle du directeur artistique
surreal-vfx-case-10	Inscription sur l’autel d’une entité abyssale — dark fantasy
surreal-vfx-case-11	Transformation de scène avec roue chromatique flottante dans l’interface
surreal-vfx-case-12	Séquence de transformation de l’impératrice du feu
surreal-vfx-case-13	Transformation du titan de sable dans le désert
surreal-vfx-case-14	Voiture en fuite transformée en camion-benne
surreal-vfx-case-15	Transformation calligraphique de la gardienne de la forêt
surreal-vfx-case-16	Apparition dans la cérémonie du thé hantée
templates-structured-case-1	Naufrage catastrophique d’un superporte-avions
templates-structured-case-2	Reconstruction de fragments de mémoire
templates-structured-case-3	Du plan à la réalité — transformation d’une maison de plain-pied
templates-structured-case-4	Tailleur haute couture d’arts martiaux
templates-structured-case-5	Modèle de changement de tenue synchronisé sur le rythme
templates-structured-case-6	Modèle de quartier de gratte-ciel dansants
templates-structured-case-7	Ombre de lumière stellaire / silhouette de poussière d’étoiles
templates-structured-case-8	Modèle POV de parkour pictural
templates-structured-case-9	Modèle POV 360 de course dans un escalier en descente
templates-structured-case-10	Modèle de mouvement des aliments et des personnages
templates-structured-case-11	Modèle de course en cuisine avec caméra impossible
templates-structured-case-12	Modèle d’explosion POV avec temps figé
templates-structured-case-13	Modèle de première sortie spatiale d’un astronaute
templates-structured-case-14	Modèle de routine d’un golden retriever
templates-structured-case-15	Séquence stylisée de transformation dans un salon de coiffure 3D
templates-structured-case-16	Modèle impressionniste de mains ramant
templates-structured-case-17	Guerrière — prompt de sujet structuré
templates-structured-case-18	Révélation d’un loft sorti d’une boîte
templates-structured-case-19	Test de détail des expressions faciales
templates-structured-case-20	Storyboard d’évasion d’une salle de bal inondée
templates-structured-case-21	Beatmap du duel sur quai
templates-structured-case-22	Bourrasque chibi à la fenêtre
templates-structured-case-23	Vlog de salle après l’entraînement
general-cinematic-case-1	Gros plan de mode sur des talons synchronisés au rythme
general-cinematic-case-2	Évasion en mini-skateboard dans une chambre d’enfant
general-cinematic-case-3	Duel de grands-mères à Rucker Park
general-cinematic-case-4	Séquence de sauvetage d’un bébé par un pompier
general-cinematic-case-5	Présentation d’une transformation en costume ancien
general-cinematic-case-6	Ginza de nuit, cyberpunk du futur
general-cinematic-case-7	Histoires d’un sauteur
general-cinematic-case-8	Un homme suspect se tient au centre du carrefour de Shibuya
general-cinematic-case-9	Vidéo au téléphone au milieu de la foule d’un bateau de pêche
general-cinematic-case-10	Une fille chute à toute vitesse dans un tunnel numérique
general-cinematic-case-11	Séquence de tir du canon électromagnétique de la Skytree
general-cinematic-case-12	Bande-annonce de film hollywoodien
general-cinematic-case-13	Séquence cinématographique verticale 9:16
general-cinematic-case-14	Un immense mur de glace s’effondre dans un fjord près d’une ville côtière
general-cinematic-case-15	Course-poursuite au piano sous la lune avec une souris
general-cinematic-case-16	Séquence de dessin animé continue en plan-séquence de 15 secondes
general-cinematic-case-17	Bataille de dirigeables steampunk au coucher du soleil
general-cinematic-case-18	Travelling de suivi d’ailes à réaction en tongs
general-cinematic-case-19	Extérieur d’un temple ancien au cœur des montagnes
general-cinematic-case-20	Storyboard du lever du soleil sur la Statue de la Liberté
general-cinematic-case-21	Scène historique à l’éclairage dramatique
general-cinematic-case-22	Travelling continu de surf propulsé par fusée
general-cinematic-case-23	Modèle de monologue de stand-up
general-cinematic-case-24	Drame de trahison lors d’un anniversaire au restaurant
general-cinematic-case-25	Séquence de parkour ancien avec changement de costume
general-cinematic-case-26	Intérieur du moteur — détail mécanique du piston
general-cinematic-case-27	Simulation romantique japonaise des années 90 en animation sur celluloïd
general-cinematic-case-28	Techniques de réalisation cinématographique — prompt multi-plans
general-cinematic-case-29	Portrait d’une femme d’Asie de l’Est au sourire naturel
general-cinematic-case-30	Survie post-apocalyptique — mise en scène cinématographique
general-cinematic-case-31	Clairière de forêt façon Pixar — scène animée en 3D
general-cinematic-case-32	Chaton volant des friandises sous les couvertures
general-cinematic-case-33	Test de parole naturelle T2V de Seedance 2.0
general-cinematic-case-34	Animation d’horreur avec marionnettes en papier
general-cinematic-case-35	Travelling à moto dans le désert rouge
general-cinematic-case-36	Images DV de la catastrophe de Pompéi
general-cinematic-case-37	Promenade d’astronaute dans un parc d’attractions abandonné
general-cinematic-case-38	Voyage en baignoire du canard pirate
general-cinematic-case-39	VHS orbital avec Terre obscure
general-cinematic-case-40	Mésaventure MiniDV à l’étal de citrouilles
