action-fantasy-case-1	Уличное рэп-выступление в музыкальном клипе
action-fantasy-case-2	Поединок чёрного кота в пустыне
action-fantasy-case-3	Дуэль дыхательных техник в игровом кино
action-fantasy-case-4	Скоростная аниме-сцена из 20 монтажных кадров
action-fantasy-case-5	Ремонт в исполнении перепачканного смазкой механика
action-fantasy-case-6	Короткометражка о мести самурая
action-fantasy-case-7	Стилизованная трёхмерная анимация боя
action-fantasy-case-8	Динамичная комедийная пародия
action-fantasy-case-9	Токусацу-битва гигантских ниндзя
action-fantasy-case-10	Диалоговая сцена в японском аниме
action-fantasy-case-11	Оригинальная 15-секундная короткометражка о битве стихий
action-fantasy-case-12	Анимация фантазийного яйца в стиле Фаберже
action-fantasy-case-13	Оригинальная короткометражка о битве стихий
action-fantasy-case-14	Кинематографическая дуэль в жанре научной фантастики и фэнтези
action-fantasy-case-15	Непрерывная 15-секундная экшен-сцена одним кадром
action-fantasy-case-16	Одинокий самурай в противостоянии на утёсе
action-fantasy-case-17	Воздушное пике дракона-изгоя
action-fantasy-case-18	Схватка за меха в невесомости
action-fantasy-case-19	Сверхскоростной полёт девушки верхом на драконе
action-fantasy-case-20	Оригинальная 15-секундная короткометражка о боевых искусствах в пустыне
action-fantasy-case-21	Воздушный удар в каньоне
action-fantasy-case-22	Гиперреалистичный 15-секундный эпический военный блокбастер
action-fantasy-case-23	Неудачный перерыв на кофе в офисе
action-fantasy-case-24	Непрерывная 15-секундная экшен-сцена одним кадром
action-fantasy-case-25	Чёрный лебедь против боксёра
action-fantasy-case-26	Взлёт Супермена сквозь треснувшую землю
action-fantasy-case-27	Тень меча в облачной пещере
action-fantasy-case-28	Город богов — восточный фантазийный полёт одним кадром
action-fantasy-case-29	Эпическая фэнтезийная битва — кинематографическая сцена на 10 секунд
action-fantasy-case-30	Превращение в жанре тёмного фэнтези — восточный стиль
action-fantasy-case-31	Речная ловушка с крокодилом у топливопровода
action-fantasy-case-32	Электрическая дуэль на подземной арене
action-fantasy-case-33	Крокодил тащит самолёт по взлётной полосе
action-fantasy-case-34	Аниме-гол молниеносного нападающего
cinematic-realism-case-1	Документальная сцена о современной Японии
cinematic-realism-case-2	Спуск на лонгборде по следу тени
cinematic-realism-case-3	Воительница, пробуждённая метеором
cinematic-realism-case-4	Драма на туманном острове-капсуле
pov-fpv-case-1	Погоня в камуфляже с нагрудной камерой
pov-fpv-case-2	Динамичный ролик о киберпанковском Шанхае
pov-fpv-case-3	Согласованный экшен-промпт о проклятом самурае
pov-fpv-case-4	Божественное спасение Сунь Укуном на поле боя
pov-fpv-case-5	Монтаж вечеринки у бассейна в стиле Y2K на видеокамеру
pov-fpv-case-6	Городской рывок от первого лица с картой Tesla
pov-fpv-case-7	Экстремально крупные планы в аниме-клипе
pov-fpv-case-8	Быстрая бесшовная сцена из 16 кадров
pov-fpv-case-9	Спуск над средневековым фантазийным городом
pov-fpv-case-10	Кубик льда падает в стакан газировки от первого лица
pov-fpv-case-11	Грубая ручная эстетика 35-мм плёнки с естественным зерном
pov-fpv-case-12	Фотореалистичное кинематографическое POV-видео на 10 секунд
pov-fpv-case-13	Сверхфутуристический мегаполис после апокалипсиса пробуждается в буре
pov-fpv-case-14	Стиль: ультрареалистичный промышленный таймлапс
pov-fpv-case-15	Превращение школьницы во время нападения монстра
pov-fpv-case-16	Американские горки в Токио от первого лица
pov-fpv-case-17	Кинематографическая реклама культуры Пекина — 8K от первого лица
pov-fpv-case-18	Экстремальная макросъёмка FPV — слежение за крыльями феи
pov-fpv-case-19	Гравитационное падение в вулканическую пещеру
commercial-product-case-1	Танцевальная сцена аниме-трио в стиле рекламы духов
commercial-product-case-2	Дуэль в церкви тёмного фэнтези
commercial-product-case-3	Дуэль в зале святилища тёмного фэнтези
commercial-product-case-4	Неожиданная шутка в японской рекламе снеков
commercial-product-case-5	Кинематографическая сцена боевых искусств для Seedance 2
commercial-product-case-6	Сравнение видео Grok на одной сцене
commercial-product-case-7	Шёпот и романтика в японском классе
commercial-product-case-8	Режим рекомендуемых настроек
commercial-product-case-9	Раскадровка рекламы LaFerrari
commercial-product-case-10	Финальная дуэль в духе горячего аниме
commercial-product-case-11	Подиум фарфоровой высокой моды на небесном зеркале
commercial-product-case-12	Реклама урожая от современного сельского автора
commercial-product-case-13	Неоновая сцена уличных гонок
commercial-product-case-14	Супермодель и роскошные спорткары
commercial-product-case-15	Погоня за девушкой-андроидом после разрушения лаборатории
commercial-product-case-16	Игровой трейлер в разрушенном неоновом городе
commercial-product-case-17	Оригинальная экшен-короткометражка в жанре тёмного фэнтези
commercial-product-case-18	00:00–00:04 Кадр 1: съёмка со слежением
commercial-product-case-19	Тактический бой на крыше поезда
commercial-product-case-20	Безумие на торговой площадке Манхэттена
commercial-product-case-21	Среда в стиле полицейского кино
commercial-product-case-22	Модная реклама складного смартфона
commercial-product-case-23	Монтаж с чемоданом — спутником в путешествии
commercial-product-case-24	Модный лукбук сверху — смена нарядов
commercial-product-case-25	Премиальная лайфстайл-реклама в стиле селфи-влога
commercial-product-case-26	Ролик о водостойких кроссовках в ритм музыки
reference-driven-case-1	Выступление пианиста-скелета в миниатюрной диораме
reference-driven-case-2	Принцесса на корабле в шторме против кракена
reference-driven-case-3	Танец клинков служанок: Мэй против Коко
reference-driven-case-4	Прощание с пианино на крыше после апокалипсиса
reference-driven-case-5	Кинематографический 8-мм объектив «рыбий глаз», гоночный FPV-дрон и сверхплавное движение
reference-driven-case-6	Кунг-фу-трюки по референсу
reference-driven-case-7	Трассировка лучей, рендер Unreal Engine и городок под ливнем
reference-driven-case-8	Ночная смена в лунном магазине
reference-driven-case-9	Пробуждение на крыше и превращение в F-14
reference-driven-case-10	Сборка брони и уличная контратака
reference-driven-case-11	Персонаж с изображения 1 в реалистичном игровом стиле
reference-driven-case-12	Шаблон поединка на мечах с белым медведем и монтажным совпадением
reference-driven-case-13	Бесшовное превращение по семи изображениям
reference-driven-case-14	Реклама кроссовок Stridex
reference-driven-case-15	Промпт по изображению с поющим котом
reference-driven-case-16	Аниме-промпт с референсом персонажа
reference-driven-case-17	Мультяшные герои превращаются в реалистичных животных
reference-driven-case-18	Фиксированная иерархия референсов раскадровки
surreal-vfx-case-1	Бой на катанах в невесомости
surreal-vfx-case-2	Кит в облаках — сюрреалистическая эпопея
surreal-vfx-case-3	Превращение глубоководного ныряльщика в морское существо
surreal-vfx-case-4	Обрушение межпространственного разлома в мегаполисе
surreal-vfx-case-5	Слияние в дождливом подземном переулке
surreal-vfx-case-6	Уличный разлом из-за разрушения квантовой реальности
surreal-vfx-case-7	Глаз внезапно открывается
surreal-vfx-case-8	Они сталкиваются в воздухе над парящей лавовой рекой
surreal-vfx-case-9	Прогулка креативного директора между измерениями
surreal-vfx-case-10	Надпись на алтаре сущности из бездны — тёмное фэнтези
surreal-vfx-case-11	Преображение сцены с парящим цветовым кругом интерфейса
templates-structured-case-1	Катастрофическое затопление суперавианосца
templates-structured-case-2	Восстановление осколков памяти
templates-structured-case-3	От чертежа к реальности — превращение одноэтажного дома
templates-structured-case-4	Портной высокой моды и боевых искусств
templates-structured-case-5	Шаблон смены нарядов в ритм музыки
templates-structured-case-6	Шаблон района танцующих небоскрёбов
templates-structured-case-7	Тень звёздного света / силуэт из звёздной пыли
templates-structured-case-8	Живописный шаблон паркура от первого лица
templates-structured-case-9	Шаблон 360-градусного бега вниз по лестнице от первого лица
templates-structured-case-10	Шаблон движения еды и персонажа
templates-structured-case-11	Шаблон рывка по кухне с невозможной камерой
templates-structured-case-12	Шаблон POV-всплеска с остановкой времени
templates-structured-case-13	Шаблон первого выхода астронавта в открытый космос
templates-structured-case-14	Шаблон распорядка дня золотистого ретривера
templates-structured-case-15	Стилизованное трёхмерное превращение в барбершопе
templates-structured-case-16	Импрессионистский шаблон рук с вёслами
templates-structured-case-17	Женщина-воин — структурированный промпт объекта
general-cinematic-case-1	Стихотворение о воспоминаниях в весеннем ветре
general-cinematic-case-2	Модный крупный план каблуков в такт музыке
general-cinematic-case-3	Побег на мини-скейтборде в детской спальне
general-cinematic-case-4	Противостояние бабушек в Ракер-парке
general-cinematic-case-5	Спасение младенца пожарным
general-cinematic-case-6	Показ превращения в древний костюм
general-cinematic-case-7	Ночная Гиндза, киберпанк будущего
general-cinematic-case-8	Истории прыгуна
general-cinematic-case-9	Подозрительный мужчина стоит в центре перекрёстка Сибуя
general-cinematic-case-10	Съёмка на телефон в толпе на рыбацком судне
general-cinematic-case-11	Девушка стремительно падает сквозь цифровой тоннель
general-cinematic-case-12	Запуск рельсотрона с телебашни Skytree
general-cinematic-case-13	Трейлер голливудского фильма
general-cinematic-case-14	Кинематографическая вертикальная сцена 9:16
general-cinematic-case-15	Гигантская ледниковая стена рушится во фьорд рядом с прибрежным городом
general-cinematic-case-16	Погоня за мышью у пианино в лунном свете
general-cinematic-case-17	Непрерывная 15-секундная мультяшная сцена одним кадром
general-cinematic-case-18	Битва стимпанк-дирижаблей на закате
general-cinematic-case-19	Съёмка со слежением за реактивными крыльями из шлёпанцев
general-cinematic-case-20	Внешний вид древнего храма глубоко в горах
general-cinematic-case-21	Раскадровка рассвета у Статуи Свободы
general-cinematic-case-22	Историческая сцена с драматическим освещением
general-cinematic-case-23	Непрерывная съёмка ракетного сёрфинга
general-cinematic-case-24	Шаблон монолога стендап-комика
general-cinematic-case-25	Ресторанная драма о предательстве на дне рождения
general-cinematic-case-26	Древний паркур со сменой костюмов
general-cinematic-case-27	Внутреннее устройство двигателя — механика поршня
general-cinematic-case-28	Японский романтический симулятор 90-х — стиль рисованной анимации
general-cinematic-case-29	Приёмы кинорежиссуры — промпт с несколькими кадрами
general-cinematic-case-30	Портрет восточноазиатской женщины — естественная улыбка
general-cinematic-case-31	Выживание после апокалипсиса — кинематографическая постановка
general-cinematic-case-32	Лесная поляна в стиле Pixar — трёхмерная анимация
general-cinematic-case-33	Котёнок крадёт закуски под одеялом
general-cinematic-case-34	Тест естественной речи T2V в Seedance 2.0
general-cinematic-case-35	Хоррор-анимация с бумажными куклами
general-cinematic-case-36	Съёмка с сопровождением мотоцикла в красной пустыне
